NAN  idx chi2        BLNY      Nu_c       Nd_c      au_c      ad_c      bu_c      bd_c      Nu_T      Nd_T      au_T      ad_T      bu_T      bd_T                                   
bd_T  11  1239.881058  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.079520
bd_T  12  1240.187180  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.914000
bd_T  13  1239.937348  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.038140
bd_T  14  1240.089463  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.955380
bd_T  15  1239.970346  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.017450
bd_T  16  1240.046300  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.976070
bd_T  17  1239.988087  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.007100
bd_T  18  1240.026027  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.986420
bd_T  19  1239.997274  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.001930
bd_T  20  1240.016282  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.991590
bu_T  1  1302.691223  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.087089  6.996760
bu_T  2  1361.571886  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.009302  6.996760
bu_T  3  1255.009046  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.067642  6.996760
bu_T  4  1267.787783  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.028749  6.996760
bu_T  5  1242.931355  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.057919  6.996760
bu_T  6  1247.627597  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.038472  6.996760
bu_T  7  1240.247826  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.053057  6.996760
bu_T  8  1242.392119  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.043334  6.996760
bu_T  9  1239.811097  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.050626  6.996760
bu_T  10  1240.858763  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.045764  6.996760
bu_T  11  1239.828026  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.049411  6.996760
bu_T  12  1240.348694  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.046980  6.996760
bu_T  13  1239.897140  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048803  6.996760
bu_T  14  1240.156828  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.047588  6.996760
bu_T  15  1239.946759  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048499  6.996760
bu_T  16  1240.076709  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.047891  6.996760
bu_T  17  1239.975474  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048347  6.996760
bu_T  18  1240.040434  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048043  6.996760
bu_T  19  1239.990751  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048271  6.996760
bu_T  20  1240.023233  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048119  6.996760
Nd_T  1  1265.776605  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.874843  0.688367  1.794340  0.048195  6.996760
Nd_T  2  1256.840059  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -1.125150  0.688367  1.794340  0.048195  6.996760
Nd_T  3  1247.566174  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.937421  0.688367  1.794340  0.048195  6.996760
Nd_T  4  1243.096838  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -1.062580  0.688367  1.794340  0.048195  6.996760
Nd_T  5  1242.454996  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.968710  0.688367  1.794340  0.048195  6.996760
Nd_T  6  1240.220434  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -1.031290  0.688367  1.794340  0.048195  6.996760
Nd_T  7  1240.899845  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.984355  0.688367  1.794340  0.048195  6.996760
Nd_T  8  1239.780629  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -1.015640  0.688367  1.794340  0.048195  6.996760
Nd_T  9  1240.370568  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.992177  0.688367  1.794340  0.048195  6.996760
Nd_T  10  1239.810754  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -1.007820  0.688367  1.794340  0.048195  6.996760
Nd_T  11  1240.166730  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.996088  0.688367  1.794340  0.048195  6.996760
Nd_T  12  1239.887735  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -1.003910  0.688367  1.794340  0.048195  6.996760
Nd_T  13  1240.081644  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.998043  0.688367  1.794340  0.048195  6.996760
Nd_T  14  1239.942124  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -1.001950  0.688367  1.794340  0.048195  6.996760
Nd_T  15  1240.042816  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999021  0.688367  1.794340  0.048195  6.996760
Nd_T  16  1239.972886  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -1.000980  0.688367  1.794340  0.048195  6.996760
Nd_T  17  1240.024457  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999510  0.688367  1.794340  0.048195  6.996760
Nd_T  18  1239.989466  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -1.000490  0.688367  1.794340  0.048195  6.996760
Nd_T  19  1240.015463  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999755  0.688367  1.794340  0.048195  6.996760
Nd_T  20  1239.998146  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -1.000240  0.688367  1.794340  0.048195  6.996760
Nu_T  1  1321.702910  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.940928 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  2  1338.237217  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.767824 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  3  1258.363885  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.897652 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  4  1266.630482  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.811100 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  5  1243.562495  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.876014 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  6  1247.696537  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.832738 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  7  1240.378808  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.865195 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  8  1242.445614  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.843557 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  9  1239.841213  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.859785 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  10  1240.874624  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.848967 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  11  1239.835756  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.857081 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  12  1240.352847  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.851671 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  13  1239.899401  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.855728 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  14  1240.157702  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.853024 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  15  1239.947508  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.855052 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  16  1240.076673  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.853700 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  17  1239.975756  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854714 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  18  1240.040330  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854038 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  19  1239.990869  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854545 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_T  20  1240.023159  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854207 -0.999999  0.688367  1.794340  0.048195  6.996760
